"MetaboliteName","FOBI","HMDB","KEGG","ChEBI","PubChem_CID","InChIKey","InChI_Code","ChemSpider"
"dihydroresveratrol 4'-sulfate","FOBI:030604",NA,NA,NA,NA,"VPKVLRCNQRSXLW-UHFFFAOYSA-N","InChI=1S/C14H14O6S/c15-12-7-11(8-13(16)9-12)2-1-10-3-5-14(6-4-10)20-21(17,18)19/h3-9,15-16H,1-2H2,(H,17,18,19)",NA
"dihydroxybenzoic acid glucuronide 1","FOBI:030334",NA,NA,NA,NA,NA,NA,NA
"dihydroxybenzoic acid glucuronide 2","FOBI:030335",NA,NA,NA,NA,NA,NA,NA
"dihydroxybenzoic acid sulfate","FOBI:030339",NA,NA,NA,NA,NA,NA,NA
"docosahexaenoic acid","FOBI:030743","HMDB02183","C06429","CHEBI:28125","445580","MBMBGCFOFBJSGT-KUBAVDMBSA-N","InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-",NA
"d-pinitol","FOBI:030755",NA,NA,NA,"164619","DSCFFEYYQKSRSV-FEPQRWDDSA-N","InChI=1S/C7H14O6/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h2-12H,1H3/t2?,3-,4-,5-,6+,7?/m0/s1","144315"
"eicosapentaenoic acid","FOBI:030742","HMDB01999","C06428 | D08061","CHEBI:28364","446284","JAZBEHYOTPTENJ-JLNKQSITSA-N","InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-",NA
"enterodiol","FOBI:030615","HMDB05056","C18166","CHEBI:81556","115089","DWONJCNDULPHLV-HOTGVXAUSA-N","InChI=1S/C18H22O4/c19-11-15(7-13-3-1-5-17(21)9-13)16(12-20)8-14-4-2-6-18(22)10-14/h1-6,9-10,15-16,19-22H,7-8,11-12H2/t15-,16-/m0/s1",NA
"enterodiol glucuronide","FOBI:030616",NA,NA,NA,NA,NA,NA,NA
"enterodiol sulfate","FOBI:030617",NA,NA,NA,NA,NA,NA,NA
"enterolactone","FOBI:030612","HMDB06101",NA,NA,"123917","HVDGDHBAMCBBLR-UHFFFAOYSA-N","InChI=1S/C18H18O4/c19-15-5-1-3-12(8-15)7-14-11-22-18(21)17(14)10-13-4-2-6-16(20)9-13/h1-6,8-9,14,17,19-20H,7,10-11H2",NA
"enterolactone glucuronide","FOBI:030613",NA,NA,NA,NA,NA,NA,NA
"enterolactone sulfate","FOBI:030614",NA,NA,NA,NA,NA,NA,NA
"epicatechin","FOBI:030461","HMDB01871","C09727","CHEBI:90","72276","PFTAWBLQPZVEMU-UKRRQHHQSA-N","InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1","65230"
"epicatechin-3-gallate","FOBI:030485",NA,NA,"CHEBI:76126","65056","LSHVYAFMTMFKBA-FPOVZHCZSA-N","InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2/t19-,21-/m0/s1","58567"
"epicatechin 3'-glucuronide","FOBI:08648",NA,NA,NA,"76969982","BUONZQIZWIITTB-CVPXIJHMSA-N","InChI=1S/C21H22O12/c22-8-4-11(24)9-6-12(25)18(31-13(9)5-8)7-1-2-10(23)14(3-7)32-21-17(28)15(26)16(27)19(33-21)20(29)30/h1-5,12,15-19,21-28H,6H2,(H,29,30)/t12-,15+,16+,17-,18-,19+,21-/m1/s1",NA
"epicatechin 3-sulfate","FOBI:08655",NA,NA,NA,NA,"FLSYXGAHKYHTCZ-HUUCEWRRSA-N","InChI=1S/C15H14O9S/c16-8-4-11(18)9-6-14(24-25(20,21)22)15(23-13(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,14-19H,6H2,(H,20,21,22)/t14-,15-/m1/s1",NA
"epicatechin 3'-sulfate","FOBI:08656",NA,NA,NA,"71260094","VBSMBNMUYITMLB-IUODEOHRSA-N","InChI=1S/C15H14O9S/c16-8-4-11(18)9-6-12(19)15(23-13(9)5-8)7-1-2-10(17)14(3-7)24-25(20,21)22/h1-5,12,15-19H,6H2,(H,20,21,22)/t12-,15-/m1/s1",NA
"epicatechin 4'-glucuronide","FOBI:08649",NA,NA,NA,NA,"FXAMKGHSKXKNHR-CVPXIJHMSA-N","InChI=1S/C21H22O12/c22-8-4-10(23)9-6-12(25)18(31-14(9)5-8)7-1-2-13(11(24)3-7)32-21-17(28)15(26)16(27)19(33-21)20(29)30/h1-5,12,15-19,21-28H,6H2,(H,29,30)/t12-,15+,16+,17-,18-,19+,21-/m1/s1",NA
"epicatechin 4'-sulfate","FOBI:08657",NA,NA,NA,"71579043","YKRWCINYMPRAIG-IUODEOHRSA-N","InChI=1S/C15H14O9S/c16-8-4-10(17)9-6-12(19)15(23-14(9)5-8)7-1-2-13(11(18)3-7)24-25(20,21)22/h1-5,12,15-19H,6H2,(H,20,21,22)/t12-,15-/m1/s1",NA
"epicatechin 5-glucuronide","FOBI:08650",NA,NA,NA,NA,"KGLMKAPOVXBIJB-SNFOCDISSA-N","InChI=1S/C21H22O12/c22-8-4-13-9(6-12(25)18(31-13)7-1-2-10(23)11(24)3-7)14(5-8)32-21-17(28)15(26)16(27)19(33-21)20(29)30/h1-5,12,15-19,21-28H,6H2,(H,29,30)/t12?,15-,16-,17+,18?,19-,21+/m0/s1",NA
"epicatechin 5-sulfate","FOBI:08658",NA,NA,NA,"71579119","MWSSRHFQMROXGK-IUODEOHRSA-N","InChI=1S/C15H14O9S/c16-8-4-13-9(14(5-8)24-25(20,21)22)6-12(19)15(23-13)7-1-2-10(17)11(18)3-7/h1-5,12,15-19H,6H2,(H,20,21,22)/t12-,15-/m1/s1",NA
"epicatechin 7-glucuronide","FOBI:08651",NA,NA,NA,"76961592","FDWDKTKDGDLDTP-BBGDWMAASA-N","InChI=1S/C21H22O12/c22-10-2-1-7(3-12(10)24)18-13(25)6-9-11(23)4-8(5-14(9)32-18)31-21-17(28)15(26)16(27)19(33-21)20(29)30/h1-5,13,15-19,21-28H,6H2,(H,29,30)/t13-,15+,16+,17-,18-,19+,21-/m1/s1",NA
"epicatechin 7-sulfate","FOBI:08659",NA,NA,NA,NA,"RTMISWLJQDWIPT-UKRRQHHQSA-N","InChI=1S/C15H14O9S/c16-10-2-1-7(3-12(10)18)15-13(19)6-9-11(17)4-8(5-14(9)23-15)24-25(20,21)22/h1-5,13,15-19H,6H2,(H,20,21,22)/t13-,15-/m1/s1",NA
"(epi)catechin glucuronide 1","FOBI:030462",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin glucuronide 2","FOBI:030463",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin glucuronide 3","FOBI:030464",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin glucuronide 4","FOBI:030465",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin glucuronide 5","FOBI:030466",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin sulfate 1","FOBI:030467",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin sulfate 2","FOBI:030468",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin sulfate 3","FOBI:030469",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin sulfate 4","FOBI:030470",NA,NA,NA,NA,NA,NA,NA
"(epi)catechin sulfate 5","FOBI:030471",NA,NA,NA,NA,NA,NA,NA
"epigallocatechin","FOBI:030486",NA,"C12136",NA,"72277","XMOCLSLCDHWDHP-IUODEOHRSA-N","InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m1/s1","65231"
"epigallocatechin-3-gallate","FOBI:030489","HMDB03153","C09731","CHEBI:4806","65064","WMBWREPUVVBILR-WIYYLYMNSA-N","InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1","58575"
"epigallocatechin 3-glucuronide","FOBI:030487",NA,NA,NA,"101449862","ZTOAOZDTXSRHIB-BBGDWMAASA-N","InChI=1S/C21H22O13/c22-7-3-9(23)8-5-13(33-21-17(29)15(27)16(28)19(34-21)20(30)31)18(32-12(8)4-7)6-1-10(24)14(26)11(25)2-6/h1-4,13,15-19,21-29H,5H2,(H,30,31)/t13-,15+,16+,17-,18-,19+,21-/m1/s1",NA
"epigallocatechin 3-sulfate","FOBI:030488",NA,NA,NA,NA,"PFNBTZIECYHRTC-UHFFFAOYSA-N","InChI=1S/C15H14O10S/c16-8-1-6-4-12(25-26(21,22)23)15(24-14(6)11(19)5-8)7-2-9(17)13(20)10(18)3-7/h1-3,5,12,15-20H,4H2,(H,21,22,23)",NA
"equol","FOBI:030544","HMDB02209","C14131","CHEBI:34741","91469","ADFCQWZHKCXPAJ-GFCCVEGCSA-N","InChI=1S/C15H14O3/c16-13-4-1-10(2-5-13)12-7-11-3-6-14(17)8-15(11)18-9-12/h1-6,8,12,16-17H,7,9H2/t12-/m1/s1","82594"
"equol 4'-sulfate","FOBI:030546",NA,NA,NA,NA,"UXOJWGSGKUYMIA-GFCCVEGCSA-M","InChI=1S/C15H14O6S/c16-13-4-1-11-7-12(9-20-15(11)8-13)10-2-5-14(6-3-10)21-22(17,18)19/h1-6,8,12,16H,7,9H2,(H,17,18,19)/p-1/t12-/m1/s1",NA
"equol 7-glucuronide","FOBI:030545",NA,NA,NA,"29979359","XDPLKWRSVXUQBN-LVEHSUOCSA-N","InChI=1S/C21H22O9/c22-13-4-1-10(2-5-13)12-7-11-3-6-14(8-15(11)28-9-12)29-21-18(25)16(23)17(24)19(30-21)20(26)27/h1-6,8,12,16-19,21-25H,7,9H2,(H,26,27)/t12-,16+,17+,18-,19+,21-/m1/s1",NA
"ergothioneine","FOBI:030684","HMDB03045",NA,"CHEBI:4828 | CHEBI:82707","5351619 | 57509571","SSISHJJTAXXQAX-ZETCQYMHSA-N","InChI=1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)/t7-/m0/s1","4508619"
"ethylgallate","FOBI:030365",NA,NA,NA,"13250","VFPFQHQNJCMNBZ-UHFFFAOYSA-N","InChI=1S/C9H10O5/c1-2-14-9(13)5-3-6(10)8(12)7(11)4-5/h3-4,10-12H,2H2,1H3",NA
"ethylgallate glucuronide","FOBI:030366",NA,NA,NA,NA,NA,NA,NA
"ethylgallate sulfate","FOBI:030367",NA,NA,NA,NA,NA,NA,NA
"ethyl glucuronide","FOBI:030628","HMDB10325",NA,NA,"18392195","IWJBVMJWSPZNJH-UQGZVRACSA-N","InChI=1S/C8H14O7/c1-2-14-8-5(11)3(9)4(10)6(15-8)7(12)13/h3-6,8-11H,2H2,1H3,(H,12,13)/t3-,4-,5+,6-,8+/m0/s1","19355701"
"ethyl sulfate","FOBI:030629",NA,NA,NA,"57448826 | 6004","KIWBPDUYBMNFTB-UHFFFAOYSA-N","InChI=1S/C2H6O4S/c1-2-6-7(3,4)5/h2H2,1H3,(H,3,4,5)","14206177"
"ferulic acid","FOBI:030406","HMDB00954","C01494","CHEBI:17620","445858","KSEBMYQBYZTDHS-HWKANZROSA-N","InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+","393368"
"ferulic acid 4-glucuronide","FOBI:030408",NA,NA,NA,"6443140","TWSIWBHKRJLZCF-MBAOVNHDSA-N","InChI=1S/C16H18O10/c1-24-9-6-7(3-5-10(17)18)2-4-8(9)25-16-13(21)11(19)12(20)14(26-16)15(22)23/h2-6,11-14,16,19-21H,1H3,(H,17,18)(H,22,23)/b5-3+/t11-,12-,13+,14-,16+/m0/s1","4947174"
"ferulic acid 4-sulfate","FOBI:030410",NA,NA,NA,"6305574","PZPATWACAAOHTJ-HWKANZROSA-N","InChI=1S/C10H10O7S/c1-16-9-6-7(3-5-10(11)12)2-4-8(9)17-18(13,14)15/h2-6H,1H3,(H,11,12)(H,13,14,15)/b5-3+","4878542"
"feruloylglycine","FOBI:030674",NA,"C02564","CHEBI:17691","5280527","CLGNQAIRBLDHIN-HWKANZROSA-N","InChI=1S/C12H13NO5/c1-18-10-6-8(2-4-9(10)14)3-5-11(15)13-7-12(16)17/h2-6,14H,7H2,1H3,(H,13,15)(H,16,17)/b5-3+","4444158"
"formononetin","FOBI:030550","HMDB05808","C00858","CHEBI:18088","5280378","HKQYGTCOTHHOMP-UHFFFAOYSA-N","InChI=1S/C16H12O4/c1-19-12-5-2-10(3-6-12)14-9-20-15-8-11(17)4-7-13(15)16(14)18/h2-9,17H,1H3","4444070"
"formononetin 7-glucuronide","FOBI:030551",NA,NA,NA,NA,"KDULJPKZESDTFK-SXFAUFNYSA-N","InChI=1S/C22H20O10/c1-29-11-4-2-10(3-5-11)15-9-14(23)13-7-6-12(8-16(13)31-15)30-22-19(26)17(24)18(25)20(32-22)21(27)28/h2-9,17-20,22,24-26H,1H3,(H,27,28)/t17-,18-,19+,20-,22+/m0/s1",NA
"formononetin 7-sulfate","FOBI:030552",NA,NA,NA,NA,"DSZBEWXQBVATQX-UHFFFAOYSA-N","InChI=1S/C16H12O7S/c1-21-11-4-2-10(3-5-11)14-9-22-15-8-12(23-24(18,19)20)6-7-13(15)16(14)17/h2-9H,1H3,(H,18,19,20)",NA
"fructose","FOBI:030759","HMDB00660","C02336","CHEBI:28645 | CHEBI:29084","439709","RFSUNEUAIZKAJO-ARQDHWQXSA-N","InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1","388775"
"gallic acid","FOBI:030352","HMDB05807","C01424","CHEBI:30778","370","LNTHITQWFMADLM-UHFFFAOYSA-N","InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)","361"
"gallic acid 3-glucuronide","FOBI:030353",NA,NA,NA,NA,"WGYCQDRFPFTOJY-UHFFFAOYSA-N","InChI=1S/C13H14O11/c14-4-1-3(11(19)20)2-5(6(4)15)23-13-9(18)7(16)8(17)10(24-13)12(21)22/h1-2,7-10,13-18H,(H,19,20)(H,21,22)",NA
"gallic acid 3-sulfate","FOBI:030355",NA,NA,NA,NA,"GDGXJKFVYIFICY-UHFFFAOYSA-N","InChI=1S/C7H6O8S/c8-4-1-3(7(10)11)2-5(6(4)9)15-16(12,13)14/h1-2,8-9H,(H,10,11)(H,12,13,14)",NA
"gallic acid 4-glucuronide","FOBI:030354",NA,NA,NA,NA,"DSZHBCQGMXJFGB-UHFFFAOYSA-N","InChI=1S/C13H14O11/c14-4-1-3(11(19)20)2-5(15)9(4)23-13-8(18)6(16)7(17)10(24-13)12(21)22/h1-2,6-8,10,13-18H,(H,19,20)(H,21,22)",NA
"gallic acid 4-sulfate","FOBI:030356",NA,NA,NA,NA,"DMNOQQUULVKPTE-UHFFFAOYSA-N","InChI=1S/C7H6O8S/c8-4-1-3(7(10)11)2-5(9)6(4)15-16(12,13)14/h1-2,8-9H,(H,10,11)(H,12,13,14)",NA
"genistein","FOBI:030537","HMDB03217","C06563","CHEBI:28088","5280961","TZBJGXHYKVUXJN-UHFFFAOYSA-N","InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H","4444448"
"genistein 4'-glucuronide","FOBI:030538",NA,NA,NA,"45782816","NHEBJNCJBWUPCK-ZFORQUDYSA-N","InChI=1S/C21H18O11/c22-9-5-12(23)14-13(6-9)30-7-11(15(14)24)8-1-3-10(4-2-8)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1",NA
"genistein 4'-glucuronide-7-sulfate","FOBI:030541",NA,NA,NA,NA,"SQCSMLZKGFBVFL-ZFORQUDYSA-N","InChI=1S/C21H18O14S/c22-12-5-10(35-36(29,30)31)6-13-14(12)15(23)11(7-32-13)8-1-3-9(4-2-8)33-21-18(26)16(24)17(25)19(34-21)20(27)28/h1-7,16-19,21-22,24-26H,(H,27,28)(H,29,30,31)/t16-,17-,18+,19-,21+/m0/s1",NA
"genistein 7-glucuronide","FOBI:030539",NA,NA,NA,"15940724","JIVINIISUDEORF-ZFORQUDYSA-N","InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)11-7-30-13-6-10(5-12(23)14(13)15(11)24)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1","13083403"
"genistein 7-glucuronide-4'-sulfate","FOBI:030542",NA,NA,NA,NA,"JZFIWABEFJYNRS-DSGPYVBMSA-L","InChI=1S/C21H18O14S.2Na/c22-12-5-10(33-21-18(26)16(24)17(25)19(34-21)20(27)28)6-13-14(12)15(23)11(7-32-13)8-1-3-9(4-2-8)35-36(29,30)31;;/h1-7,16-19,21-22,24-26H,(H,27,28)(H,29,30,31);;/q;2*+1/p-2/t16-,17-,18+,19-,21+;;/m0../s1",NA
"genistein 7-sulfate","FOBI:030543",NA,NA,NA,"10291508","DKEIWIJUHWVGRC-UHFFFAOYSA-N","InChI=1S/C15H10O8S/c16-9-3-1-8(2-4-9)11-7-22-13-6-10(23-24(19,20)21)5-12(17)14(13)15(11)18/h1-7,16-17H,(H,19,20,21)","8466977"
"genistein diglucuronide","FOBI:030540",NA,NA,NA,NA,"DFJSPRNCKDBZIJ-MWBUVXCNSA-N","InChI=1S/C27H26O17/c28-12-5-10(42-27-21(35)17(31)19(33)23(44-27)25(38)39)6-13-14(12)15(29)11(7-40-13)8-1-3-9(4-2-8)41-26-20(34)16(30)18(32)22(43-26)24(36)37/h1-7,16-23,26-28,30-35H,(H,36,37)(H,38,39)/t16-,17-,18-,19-,20+,21+,22-,23-,26+,27+/m0/s1",NA
"glucose","FOBI:030758","HMDB00122","C00031 | D00009",NA,"5793","WQZGKKKJIJFFOK-GASJEMHNSA-N","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1","17341254 | 18503690"
"guaiacol","FOBI:030452","HMDB01398","C01502 | C15572 | D00117","CHEBI:28591","460","LHGVFZTZFXWLCP-UHFFFAOYSA-N","InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3","10658433 | 11337764 | 13834869 | 14859414 | 447"
"heptadecanoic acid","FOBI:030739","HMDB02259",NA,"CHEBI:32365","10465","KEMQGTRYUADPNZ-UHFFFAOYSA-N","InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)",NA
"hesperetin","FOBI:030518","HMDB05782","C01709",NA,"72281","AIONOLUJZLIMTK-AWEZNQCLSA-N","InChI=1S/C16H14O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6,14,17-19H,7H2,1H3/t14-/m0/s1","65234"
"hesperetin 3'-glucuronide","FOBI:030519",NA,NA,NA,"46896123","PJAUEKWZQWLQSU-WDXLFLMVSA-N","InChI=1S/C22H22O12/c1-31-12-3-2-8(13-7-11(25)16-10(24)5-9(23)6-15(16)32-13)4-14(12)33-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-6,13,17-20,22-24,26-28H,7H2,1H3,(H,29,30)/t13?,17-,18-,19+,20-,22+/m0/s1",NA
"hesperetin 3'-sulfate","FOBI:08677",NA,NA,NA,"131750808","AXWNOFHBYPBYNO-UHFFFAOYSA-N","InChI=1S/C16H14O9S/c1-23-12-3-2-8(4-14(12)25-26(20,21)22)13-7-11(19)16-10(18)5-9(17)6-15(16)24-13/h2-6,13,17-18H,7H2,1H3,(H,20,21,22)",NA
"hesperetin 5-glucuronide","FOBI:08676",NA,NA,NA,NA,"CBVJYALZVWCCEC-WDXLFLMVSA-N","InChI=1S/C22H22O12/c1-31-12-3-2-8(4-10(12)24)13-7-11(25)16-14(32-13)5-9(23)6-15(16)33-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-6,13,17-20,22-24,26-28H,7H2,1H3,(H,29,30)/t13?,17-,18-,19+,20-,22+/m0/s1",NA
"hesperetin 5-sulfate","FOBI:08678",NA,NA,NA,NA,"QRULBSSBAHHSES-ZDUSSCGKSA-N","InChI=1S/C16H14O9S/c1-23-12-3-2-8(4-10(12)18)13-7-11(19)16-14(24-13)5-9(17)6-15(16)25-26(20,21)22/h2-6,13,17-18H,7H2,1H3,(H,20,21,22)/t13-/m0/s1",NA
"hesperetin 7-glucuronide","FOBI:030520",NA,NA,NA,"71777476","NEAWXAXVQDDFJL-PLEVBHNASA-N","InChI=1S/C22H22O12/c1-31-13-3-2-8(4-10(13)23)14-7-12(25)16-11(24)5-9(6-15(16)33-14)32-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-6,14,17-20,22-24,26-28H,7H2,1H3,(H,29,30)/t14?,17-,18-,19+,20-,22+/m0/s1",NA
"hesperetin 7-sulfate","FOBI:030521",NA,NA,NA,NA,"SKHOIXCPISQFMS-AWEZNQCLSA-N","InChI=1S/C16H14O9S/c1-23-13-3-2-8(4-10(13)17)14-7-12(19)16-11(18)5-9(6-15(16)24-14)25-26(20,21)22/h2-6,14,17-18H,7H2,1H3,(H,20,21,22)/t14-/m0/s1",NA
"hesperetin sulfate","FOBI:030522",NA,NA,NA,NA,NA,NA,NA
"hippuric acid","FOBI:030340","HMDB00714","C01586","CHEBI:18089","464","QIAFMBKCNZACKA-UHFFFAOYSA-N","InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)","10658403 | 451"
"homovanillic acid","FOBI:030380","HMDB00118","C05582","CHEBI:545959","1738","QRMZSPFSDQBLIX-UHFFFAOYSA-N","InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",NA
"homovanillic acid 4-glucuronide","FOBI:030381",NA,NA,NA,NA,"CXBMXYMXMRBMJY-DKBOKBLXSA-N","InChI=1S/C15H18O10/c1-23-8-4-6(5-9(16)17)2-3-7(8)24-15-12(20)10(18)11(19)13(25-15)14(21)22/h2-4,10-13,15,18-20H,5H2,1H3,(H,16,17)(H,21,22)/t10-,11-,12+,13-,15+/m0/s1",NA
"homovanillic acid 4-sulfate","FOBI:030382","HMDB11719",NA,NA,"29981063","IACOAKYXFIWAQN-UHFFFAOYSA-N","InChI=1S/C9H10O7S/c1-15-8-4-6(5-9(10)11)2-3-7(8)16-17(12,13)14/h2-4H,5H2,1H3,(H,10,11)(H,12,13,14)",NA
"homovanillyl alcohol","FOBI:030587",NA,NA,NA,"16928","XHUBSJRBOQIZNI-UHFFFAOYSA-N","InChI=1S/C9H12O3/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,10-11H,4-5H2,1H3",NA
"homovanillyl alcohol glucuronide","FOBI:030588",NA,NA,NA,NA,"FPHRLHBSOJUFOE-DKBOKBLXSA-N","InChI=1S/C15H20O9/c1-22-9-6-7(4-5-16)2-3-8(9)23-15-12(19)10(17)11(18)13(24-15)14(20)21/h2-3,6,10-13,15-19H,4-5H2,1H3,(H,20,21)/t10-,11-,12+,13-,15+/m0/s1",NA
"homovanillyl alcohol sulfate","FOBI:030589",NA,NA,NA,NA,"LWTDOJAWTHMBFG-UHFFFAOYSA-N","InChI=1S/C9H12O6S/c1-14-9-6-7(4-5-10)2-3-8(9)15-16(11,12)13/h2-3,6,10H,4-5H2,1H3,(H,11,12,13)",NA
"hydroxyphenylpropionic acid glucuronide","FOBI:030417",NA,NA,NA,NA,NA,NA,NA
"hydroxyphenylpropionic acid sulfate","FOBI:030418",NA,NA,NA,NA,NA,NA,NA
"hydroxytyrosol","FOBI:030582","HMDB05784",NA,"CHEBI:68889","82755","JUUBCHWRXWPFFH-UHFFFAOYSA-N","InChI=1S/C8H10O3/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,9-11H,3-4H2","74680"
"hydroxytyrosol 3'-glucuronide","FOBI:030583",NA,NA,NA,NA,"CPHMFZSEPDNJAZ-BYNIDDHOSA-N","InChI=1S/C14H18O9/c15-4-3-6-1-2-7(16)8(5-6)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h1-2,5,9-12,14-19H,3-4H2,(H,20,21)/t9-,10-,11+,12-,14+/m0/s1",NA
"hydroxytyrosol 3'-sulfate","FOBI:030585",NA,NA,NA,"71749404","BZTHVCCNFBAISK-UHFFFAOYSA-N","InChI=1S/C8H10O6S/c9-4-3-6-1-2-7(10)8(5-6)14-15(11,12)13/h1-2,5,9-10H,3-4H2,(H,11,12,13)",NA
"hydroxytyrosol 4'-glucuronide","FOBI:030584",NA,NA,NA,NA,"JMDNSUMWVYKARS-BYNIDDHOSA-N","InChI=1S/C14H18O9/c15-4-3-6-1-2-8(7(16)5-6)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h1-2,5,9-12,14-19H,3-4H2,(H,20,21)/t9-,10-,11+,12-,14+/m0/s1",NA
"hydroxytyrosol 4'-sulfate","FOBI:030586",NA,NA,NA,"71749405","VNPXBLBTQUFCHO-UHFFFAOYSA-N","InChI=1S/C8H10O6S/c9-4-3-6-1-2-8(7(10)5-6)14-15(11,12)13/h1-2,5,9-10H,3-4H2,(H,11,12,13)",NA
"iberin","FOBI:030644","HMDB06095",NA,NA,"10455","LELAOEBVZLPXAZ-UHFFFAOYSA-N","InChI=1S/C5H9NOS2/c1-9(7)4-2-3-6-5-8/h2-4H2,1H3",NA
"iberin-cysteine","FOBI:030645",NA,NA,NA,NA,"TVMBFSAEYQAFEF-UHFFFAOYSA-N","InChI=1S/C8H16N2O3S3/c1-16(13)4-2-3-10-8(14)15-5-6(9)7(11)12/h6H,2-5,9H2,1H3,(H,10,14)(H,11,12)",NA
"iberin-cysteine-glycine","FOBI:030647",NA,NA,NA,NA,"DPNSNZWERSTHLI-UHFFFAOYSA-N","InChI=1S/C10H19N3O4S3/c1-20(17)4-2-3-12-10(18)19-6-7(11)9(16)13-5-8(14)15/h7H,2-6,11H2,1H3,(H,12,18)(H,13,16)(H,14,15)",NA
"iberin-glutathione","FOBI:030648",NA,NA,NA,NA,"VSDUBRGHFZYNJY-UHFFFAOYSA-N","InChI=1S/C15H26N4O7S3/c1-29(26)6-2-5-17-15(27)28-8-10(13(23)18-7-12(21)22)19-11(20)4-3-9(16)14(24)25/h9-10H,2-8,16H2,1H3,(H,17,27)(H,18,23)(H,19,20)(H,21,22)(H,24,25)",NA
"iberin-n-acetyl-cysteine","FOBI:030646",NA,NA,NA,NA,"RBVJIAJZFANPKT-UHFFFAOYSA-N","InChI=1S/C10H18N2O4S3/c1-7(13)12-8(9(14)15)6-18-10(17)11-4-3-5-19(2)16/h8H,3-6H2,1-2H3,(H,11,17)(H,12,13)(H,14,15)",NA
