MetaboliteName,FBOnto,HMDB,KEGG,ChEBI,PubChem,InChIKey,InChI Code,ChemSpider
epicatechin_7-glucuronide,FB_08651,NA,NA,NA,76961592,FDWDKTKDGDLDTP-BBGDWMAASA-N,"InChI=1S/C21H22O12/c22-10-2-1-7(3-12(10)24)18-13(25)6-9-11(23)4-8(5-14(9)32-18)31-21-17(28)15(26)16(27)19(33-21)20(29)30/h1-5,13,15-19,21-28H,6H2,(H,29,30)/t13-,15+,16+,17-,18-,19+,21-/m1/s1",NA
epicatechin_7-sulfate,FB_08659,NA,NA,NA,NA,RTMISWLJQDWIPT-UKRRQHHQSA-N,"InChI=1S/C15H14O9S/c16-10-2-1-7(3-12(10)18)15-13(19)6-9-11(17)4-8(5-14(9)23-15)24-25(20,21)22/h1-5,13,15-19H,6H2,(H,20,21,22)/t13-,15-/m1/s1",NA
(epi)catechin_glucuronide_1,FB_030462,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_glucuronide_2,FB_030463,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_glucuronide_3,FB_030464,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_glucuronide_4,FB_030465,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_glucuronide_5,FB_030466,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_sulfate_1,FB_030467,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_sulfate_2,FB_030468,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_sulfate_3,FB_030469,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_sulfate_4,FB_030470,NA,NA,NA,NA,NA,NA,NA
(epi)catechin_sulfate_5,FB_030471,NA,NA,NA,NA,NA,NA,NA
epigallocatechin,FB_030486,NA,NA,NA,72277,XMOCLSLCDHWDHP-IUODEOHRSA-N,"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m1/s1",NA
epigallocatechin-3-gallate,FB_030489,HMDB03153,C09731,CHEBI:4806,65064,WMBWREPUVVBILR-WIYYLYMNSA-N,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",NA
epigallocatechin_3-glucuronide,FB_030487,NA,NA,NA,101449862,ZTOAOZDTXSRHIB-BBGDWMAASA-N,"InChI=1S/C21H22O13/c22-7-3-9(23)8-5-13(33-21-17(29)15(27)16(28)19(34-21)20(30)31)18(32-12(8)4-7)6-1-10(24)14(26)11(25)2-6/h1-4,13,15-19,21-29H,5H2,(H,30,31)/t13-,15+,16+,17-,18-,19+,21-/m1/s1",NA
epigallocatechin_3-sulfate,FB_030488,NA,NA,NA,NA,PFNBTZIECYHRTC-UHFFFAOYSA-N,"InChI=1S/C15H14O10S/c16-8-1-6-4-12(25-26(21,22)23)15(24-14(6)11(19)5-8)7-2-9(17)13(20)10(18)3-7/h1-3,5,12,15-20H,4H2,(H,21,22,23)",NA
equol,FB_030544,HMDB02209,C14131,CHEBI:34741,91469,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,"InChI=1S/C15H14O3/c16-13-4-1-10(2-5-13)12-7-11-3-6-14(17)8-15(11)18-9-12/h1-6,8,12,16-17H,7,9H2/t12-/m1/s1",82594
equol_4'-sulfate,FB_030546,NA,NA,NA,NA,UXOJWGSGKUYMIA-GFCCVEGCSA-M,"InChI=1S/C15H14O6S/c16-13-4-1-11-7-12(9-20-15(11)8-13)10-2-5-14(6-3-10)21-22(17,18)19/h1-6,8,12,16H,7,9H2,(H,17,18,19)/p-1/t12-/m1/s1",NA
equol_7-glucuronide,FB_030545,NA,NA,NA,29979359,XDPLKWRSVXUQBN-LVEHSUOCSA-N,"InChI=1S/C21H22O9/c22-13-4-1-10(2-5-13)12-7-11-3-6-14(8-15(11)28-9-12)29-21-18(25)16(23)17(24)19(30-21)20(26)27/h1-6,8,12,16-19,21-25H,7,9H2,(H,26,27)/t12-,16+,17+,18-,19+,21-/m1/s1",NA
ergothioneine,FB_030684,HMDB03045,NA,CHEBI:4828,5351619,SSISHJJTAXXQAX-ZETCQYMHSA-N,"InChI=1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)/t7-/m0/s1",4508619
ethylgallate,FB_030365,NA,NA,NA,13250,VFPFQHQNJCMNBZ-UHFFFAOYSA-N,"InChI=1S/C9H10O5/c1-2-14-9(13)5-3-6(10)8(12)7(11)4-5/h3-4,10-12H,2H2,1H3",NA
ethylgallate_glucuronide,FB_030366,NA,NA,NA,NA,NA,NA,NA
ethylgallate_sulfate,FB_030367,NA,NA,NA,NA,NA,NA,NA
ethyl_glucuronide,FB_030628,HMDB10325,NA,NA,18392195,IWJBVMJWSPZNJH-UQGZVRACSA-N,"InChI=1S/C8H14O7/c1-2-14-8-5(11)3(9)4(10)6(15-8)7(12)13/h3-6,8-11H,2H2,1H3,(H,12,13)/t3-,4-,5+,6-,8+/m0/s1",19355701
ethyl_sulfate,FB_030629,NA,NA,NA,57448826,KIWBPDUYBMNFTB-UHFFFAOYSA-N,"InChI=1S/C2H6O4S/c1-2-6-7(3,4)5/h2H2,1H3,(H,3,4,5)",NA
ferulic_acid,FB_030406,HMDB00954,C01494,CHEBI:17620,445858,KSEBMYQBYZTDHS-HWKANZROSA-N,"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+",NA
ferulic_acid_4-glucuronide,FB_030408,NA,NA,NA,6443140,TWSIWBHKRJLZCF-MBAOVNHDSA-N,"InChI=1S/C16H18O10/c1-24-9-6-7(3-5-10(17)18)2-4-8(9)25-16-13(21)11(19)12(20)14(26-16)15(22)23/h2-6,11-14,16,19-21H,1H3,(H,17,18)(H,22,23)/b5-3+/t11-,12-,13+,14-,16+/m0/s1",NA
ferulic_acid_4-sulfate,FB_030410,NA,NA,NA,6305574,PZPATWACAAOHTJ-HWKANZROSA-N,"InChI=1S/C10H10O7S/c1-16-9-6-7(3-5-10(11)12)2-4-8(9)17-18(13,14)15/h2-6H,1H3,(H,11,12)(H,13,14,15)/b5-3+",NA
feruloylglycine,FB_030674,NA,NA,NA,5280527,CLGNQAIRBLDHIN-HWKANZROSA-N,"InChI=1S/C12H13NO5/c1-18-10-6-8(2-4-9(10)14)3-5-11(15)13-7-12(16)17/h2-6,14H,7H2,1H3,(H,13,15)(H,16,17)/b5-3+",NA
formononetin,FB_030550,HMDB05808,C00858,CHEBI:18088,5280378,HKQYGTCOTHHOMP-UHFFFAOYSA-N,"InChI=1S/C16H12O4/c1-19-12-5-2-10(3-6-12)14-9-20-15-8-11(17)4-7-13(15)16(14)18/h2-9,17H,1H3",4444070
formononetin_7-glucuronide,FB_030551,NA,NA,NA,NA,KDULJPKZESDTFK-SXFAUFNYSA-N,"InChI=1S/C22H20O10/c1-29-11-4-2-10(3-5-11)15-9-14(23)13-7-6-12(8-16(13)31-15)30-22-19(26)17(24)18(25)20(32-22)21(27)28/h2-9,17-20,22,24-26H,1H3,(H,27,28)/t17-,18-,19+,20-,22+/m0/s1",NA
formononetin_7-sulfate,FB_030552,NA,NA,NA,NA,NA,NA,NA
fructose,FB_030759,HMDB00660,C02336,CHEBI:28645,439709,RFSUNEUAIZKAJO-ARQDHWQXSA-N,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1",388775
gallic_acid,FB_030352,HMDB05807,C01424,CHEBI:30778,370,LNTHITQWFMADLM-UHFFFAOYSA-N,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",361
gallic_acid_3-glucuronide,FB_030353,NA,NA,NA,NA,WGYCQDRFPFTOJY-UHFFFAOYSA-N,"InChI=1S/C13H14O11/c14-4-1-3(11(19)20)2-5(6(4)15)23-13-9(18)7(16)8(17)10(24-13)12(21)22/h1-2,7-10,13-18H,(H,19,20)(H,21,22)",NA
gallic_acid_3-sulfate,FB_030355,NA,NA,NA,NA,GDGXJKFVYIFICY-UHFFFAOYSA-N,"InChI=1S/C7H6O8S/c8-4-1-3(7(10)11)2-5(6(4)9)15-16(12,13)14/h1-2,8-9H,(H,10,11)(H,12,13,14)",NA
gallic_acid_4-glucuronide,FB_030354,NA,NA,NA,NA,DSZHBCQGMXJFGB-UHFFFAOYSA-N,"InChI=1S/C13H14O11/c14-4-1-3(11(19)20)2-5(15)9(4)23-13-8(18)6(16)7(17)10(24-13)12(21)22/h1-2,6-8,10,13-18H,(H,19,20)(H,21,22)",NA
gallic_acid_4-sulfate,FB_030356,NA,NA,NA,NA,DMNOQQUULVKPTE-UHFFFAOYSA-N,"InChI=1S/C7H6O8S/c8-4-1-3(7(10)11)2-5(9)6(4)15-16(12,13)14/h1-2,8-9H,(H,10,11)(H,12,13,14)",NA
genistein,FB_030537,HMDB03217,C06563,CHEBI:28088,5280961,TZBJGXHYKVUXJN-UHFFFAOYSA-N,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H",4444448
genistein_4'-glucuronide,FB_030538,NA,NA,NA,45782816,NHEBJNCJBWUPCK-ZFORQUDYSA-N,"InChI=1S/C21H18O11/c22-9-5-12(23)14-13(6-9)30-7-11(15(14)24)8-1-3-10(4-2-8)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1",NA
genistein_4'-glucuronide-7-sulfate,FB_030541,NA,NA,NA,NA,SQCSMLZKGFBVFL-ZFORQUDYSA-N,"InChI=1S/C21H18O14S/c22-12-5-10(35-36(29,30)31)6-13-14(12)15(23)11(7-32-13)8-1-3-9(4-2-8)33-21-18(26)16(24)17(25)19(34-21)20(27)28/h1-7,16-19,21-22,24-26H,(H,27,28)(H,29,30,31)/t16-,17-,18+,19-,21+/m0/s1",NA
genistein_7-glucuronide,FB_030539,NA,NA,NA,15940724,JIVINIISUDEORF-ZFORQUDYSA-N,"InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)11-7-30-13-6-10(5-12(23)14(13)15(11)24)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1",NA
genistein_7-glucuronide-4'-sulfate,FB_030542,NA,NA,NA,NA,JZFIWABEFJYNRS-DSGPYVBMSA-L,"InChI=1S/C21H18O14S.2Na/c22-12-5-10(33-21-18(26)16(24)17(25)19(34-21)20(27)28)6-13-14(12)15(23)11(7-32-13)8-1-3-9(4-2-8)35-36(29,30)31;;/h1-7,16-19,21-22,24-26H,(H,27,28)(H,29,30,31);;/q;2*+1/p-2/t16-,17-,18+,19-,21+;;/m0../s1",NA
genistein_7-sulfate,FB_030543,NA,NA,NA,10291508,DKEIWIJUHWVGRC-UHFFFAOYSA-N,"InChI=1S/C15H10O8S/c16-9-3-1-8(2-4-9)11-7-22-13-6-10(23-24(19,20)21)5-12(17)14(13)15(11)18/h1-7,16-17H,(H,19,20,21)",NA
genistein_diglucuronide,FB_030540,NA,NA,NA,NA,DFJSPRNCKDBZIJ-MWBUVXCNSA-N,"InChI=1S/C27H26O17/c28-12-5-10(42-27-21(35)17(31)19(33)23(44-27)25(38)39)6-13-14(12)15(29)11(7-40-13)8-1-3-9(4-2-8)41-26-20(34)16(30)18(32)22(43-26)24(36)37/h1-7,16-23,26-28,30-35H,(H,36,37)(H,38,39)/t16-,17-,18-,19-,20+,21+,22-,23-,26+,27+/m0/s1",NA
glucose,FB_030758,HMDB00122,C00031,NA,5793,WQZGKKKJIJFFOK-GASJEMHNSA-N,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",17341254
guaiacol,FB_030452,HMDB01398,C01502,CHEBI:28591,460,LHGVFZTZFXWLCP-UHFFFAOYSA-N,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",10658433
heptadecanoic_acid,FB_030739,HMDB02259,NA,CHEBI:32365,10465,KEMQGTRYUADPNZ-UHFFFAOYSA-N,"InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)",NA
hesperetin,FB_030518,HMDB05782,C01709,NA,72281,AIONOLUJZLIMTK-AWEZNQCLSA-N,"InChI=1S/C16H14O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6,14,17-19H,7H2,1H3/t14-/m0/s1",65234
hesperetin_3'-glucuronide,FB_030519,NA,NA,NA,46896123,PJAUEKWZQWLQSU-WDXLFLMVSA-N,"InChI=1S/C22H22O12/c1-31-12-3-2-8(13-7-11(25)16-10(24)5-9(23)6-15(16)32-13)4-14(12)33-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-6,13,17-20,22-24,26-28H,7H2,1H3,(H,29,30)/t13?,17-,18-,19+,20-,22+/m0/s1",NA
hesperetin_3'-sulfate,FB_08677,NA,NA,NA,131750808,AXWNOFHBYPBYNO-UHFFFAOYSA-N,"InChI=1S/C16H14O9S/c1-23-12-3-2-8(4-14(12)25-26(20,21)22)13-7-11(19)16-10(18)5-9(17)6-15(16)24-13/h2-6,13,17-18H,7H2,1H3,(H,20,21,22)",NA
hesperetin_5-glucuronide,FB_08676,NA,NA,NA,NA,CBVJYALZVWCCEC-WDXLFLMVSA-N,"InChI=1S/C22H22O12/c1-31-12-3-2-8(4-10(12)24)13-7-11(25)16-14(32-13)5-9(23)6-15(16)33-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-6,13,17-20,22-24,26-28H,7H2,1H3,(H,29,30)/t13?,17-,18-,19+,20-,22+/m0/s1",NA
hesperetin_5-sulfate,FB_08678,NA,NA,NA,NA,NA,NA,NA
hesperetin_7-glucuronide,FB_030520,NA,NA,NA,71777476,NEAWXAXVQDDFJL-PLEVBHNASA-N,"InChI=1S/C22H22O12/c1-31-13-3-2-8(4-10(13)23)14-7-12(25)16-11(24)5-9(6-15(16)33-14)32-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-6,14,17-20,22-24,26-28H,7H2,1H3,(H,29,30)/t14?,17-,18-,19+,20-,22+/m0/s1",NA
hesperetin_7-sulfate,FB_030521,NA,NA,NA,NA,SKHOIXCPISQFMS-AWEZNQCLSA-N,"InChI=1S/C16H14O9S/c1-23-13-3-2-8(4-10(13)17)14-7-12(19)16-11(18)5-9(6-15(16)24-14)25-26(20,21)22/h2-6,14,17-18H,7H2,1H3,(H,20,21,22)/t14-/m0/s1",NA
hesperetin_sulfate,FB_030522,NA,NA,NA,NA,NA,NA,NA
hippuric_acid,FB_030340,HMDB00714,C01586,CHEBI:18089,464,QIAFMBKCNZACKA-UHFFFAOYSA-N,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)",10658403
homovanillic_acid,FB_030380,HMDB00118,C05582,CHEBI:545959,1738,QRMZSPFSDQBLIX-UHFFFAOYSA-N,"InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",NA
homovanillic_acid_4-glucuronide,FB_030381,NA,NA,NA,NA,CXBMXYMXMRBMJY-DKBOKBLXSA-N,"InChI=1S/C15H18O10/c1-23-8-4-6(5-9(16)17)2-3-7(8)24-15-12(20)10(18)11(19)13(25-15)14(21)22/h2-4,10-13,15,18-20H,5H2,1H3,(H,16,17)(H,21,22)/t10-,11-,12+,13-,15+/m0/s1",NA
homovanillic_acid_4-sulfate,FB_030382,HMDB11719,NA,NA,29981063,IACOAKYXFIWAQN-UHFFFAOYSA-N,"InChI=1S/C9H10O7S/c1-15-8-4-6(5-9(10)11)2-3-7(8)16-17(12,13)14/h2-4H,5H2,1H3,(H,10,11)(H,12,13,14)",NA
homovanillyl_alcohol,FB_030587,NA,NA,NA,16928,XHUBSJRBOQIZNI-UHFFFAOYSA-N,"InChI=1S/C9H12O3/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,10-11H,4-5H2,1H3",NA
homovanillyl_alcohol_glucuronide,FB_030588,NA,NA,NA,NA,FPHRLHBSOJUFOE-DKBOKBLXSA-N,"InChI=1S/C15H20O9/c1-22-9-6-7(4-5-16)2-3-8(9)23-15-12(19)10(17)11(18)13(24-15)14(20)21/h2-3,6,10-13,15-19H,4-5H2,1H3,(H,20,21)/t10-,11-,12+,13-,15+/m0/s1",NA
homovanillyl_alcohol_sulfate,FB_030589,NA,NA,NA,NA,LWTDOJAWTHMBFG-UHFFFAOYSA-N,"InChI=1S/C9H12O6S/c1-14-9-6-7(4-5-10)2-3-8(9)15-16(11,12)13/h2-3,6,10H,4-5H2,1H3,(H,11,12,13)",NA
hydroxyphenylpropionic_acid_glucuronide,FB_030417,NA,NA,NA,NA,NA,NA,NA
hydroxyphenylpropionic_acid_sulfate,FB_030418,NA,NA,NA,NA,NA,NA,NA
hydroxytyrosol,FB_030582,HMDB05784,NA,CHEBI:68889,82755,JUUBCHWRXWPFFH-UHFFFAOYSA-N,"InChI=1S/C8H10O3/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,9-11H,3-4H2",74680
hydroxytyrosol_3'-glucuronide,FB_030583,NA,NA,NA,NA,CPHMFZSEPDNJAZ-BYNIDDHOSA-N,"InChI=1S/C14H18O9/c15-4-3-6-1-2-7(16)8(5-6)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h1-2,5,9-12,14-19H,3-4H2,(H,20,21)/t9-,10-,11+,12-,14+/m0/s1",NA
hydroxytyrosol_3'-sulfate,FB_030585,NA,NA,NA,71749404,BZTHVCCNFBAISK-UHFFFAOYSA-N,"InChI=1S/C8H10O6S/c9-4-3-6-1-2-7(10)8(5-6)14-15(11,12)13/h1-2,5,9-10H,3-4H2,(H,11,12,13)",NA
hydroxytyrosol_4'-glucuronide,FB_030584,NA,NA,NA,NA,JMDNSUMWVYKARS-BYNIDDHOSA-N,"InChI=1S/C14H18O9/c15-4-3-6-1-2-8(7(16)5-6)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h1-2,5,9-12,14-19H,3-4H2,(H,20,21)/t9-,10-,11+,12-,14+/m0/s1",NA
hydroxytyrosol_4'-sulfate,FB_030586,NA,NA,NA,71749405,VNPXBLBTQUFCHO-UHFFFAOYSA-N,"InChI=1S/C8H10O6S/c9-4-3-6-1-2-8(7(10)5-6)14-15(11,12)13/h1-2,5,9-10H,3-4H2,(H,11,12,13)",NA
iberin,FB_030644,HMDB06095,NA,NA,10455,LELAOEBVZLPXAZ-UHFFFAOYSA-N,"InChI=1S/C5H9NOS2/c1-9(7)4-2-3-6-5-8/h2-4H2,1H3",NA
iberin-cysteine,FB_030645,NA,NA,NA,NA,NA,NA,NA
iberin-cysteine-glycine,FB_030647,NA,NA,NA,NA,NA,NA,NA
iberin-glutathione,FB_030648,NA,NA,NA,NA,NA,NA,NA
iberin-n-acetyl-cysteine,FB_030646,NA,NA,NA,NA,NA,NA,NA
indole-3-acetic_acid,FB_030704,HMDB00197,C00954,CHEBI:16411,802,SEOVTRFCIGRIMH-UHFFFAOYSA-N,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)",NA
indoxyl_glucuronide,FB_030703,HMDB10319,NA,NA,2733785,KUYNOZVWCFXSNE-BYNIDDHOSA-N,"InChI=1S/C14H15NO7/c16-9-10(17)12(13(19)20)22-14(11(9)18)21-8-5-15-7-4-2-1-3-6(7)8/h1-5,9-12,14-18H,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1",NA
indoxyl_sulfate,FB_030702,HMDB00682,NA,CHEBI:43355,10258,BXFFHSIDQOFMLE-UHFFFAOYSA-N,"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)",NA
isoferulic_acid,FB_030407,HMDB00955,C10470,CHEBI:27794,736186,QURCVMIEKCOAJU-HWKANZROSA-N,"InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+",643318
isoferulic_acid_3-glucuronide,FB_030409,NA,NA,NA,49844484,SHJZLGVIOYFHCB-MBAOVNHDSA-N,"InChI=1S/C16H18O10/c1-24-8-4-2-7(3-5-10(17)18)6-9(8)25-16-13(21)11(19)12(20)14(26-16)15(22)23/h2-6,11-14,16,19-21H,1H3,(H,17,18)(H,22,23)/b5-3+/t11-,12-,13+,14-,16+/m0/s1",NA
isoferulic_acid_3-sulfate,FB_030411,NA,NA,NA,71749556,DCMKMHVTKFJMAU-HWKANZROSA-N,"InChI=1S/C10H10O7S/c1-16-8-4-2-7(3-5-10(11)12)6-9(8)17-18(13,14)15/h2-6H,1H3,(H,11,12)(H,13,14,15)/b5-3+",NA
isorhamnetin,FB_030562,HMDB02655,C10084,CHEBI:6052,5281654,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,"InChI=1S/C16H12O7/c1-22-11-4-7(2-3-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,17-19,21H,1H3",4444973
isorhamnetin_3-glucuronide,FB_030563,NA,NA,NA,5491630,VVZWHOMBDMMRSC-NTKSAMNMSA-N,"InChI=1S/C22H20O13/c1-32-11-4-7(2-3-9(11)24)18-19(14(26)13-10(25)5-8(23)6-12(13)33-18)34-22-17(29)15(27)16(28)20(35-22)21(30)31/h2-6,15-17,20,22-25,27-29H,1H3,(H,30,31)/t15-,16-,17+,20-,22+/m0/s1",NA
isorhamnetin_3-sulfate,FB_030564,NA,NA,NA,44123491,CZFNXFXZXWDYMZ-UHFFFAOYSA-L,"InChI=1S/C16H12O10S/c1-24-11-4-7(2-3-9(11)18)15-16(26-27(21,22)23)14(20)13-10(19)5-8(17)6-12(13)25-15/h2-6,17-19H,1H3,(H,21,22,23)/p-2",NA
isovanillic_acid,FB_030346,NA,NA,NA,12575,LBKFGYZQBSGRHY-UHFFFAOYSA-N,"InChI=1S/C8H8O4/c1-12-7-3-2-5(8(10)11)4-6(7)9/h2-4,9H,1H3,(H,10,11",NA
isovanillic_acid_glucuronide,FB_030347,NA,NA,NA,NA,HATMKBLUSXVYDS-JLERCCTOSA-N,"InChI=1S/C14H16O10/c1-22-7-3-2-5(4-6(7)15)13(21)24-14-10(18)8(16)9(17)11(23-14)12(19)20/h2-4,8-11,14-18H,1H3,(H,19,20)/t8-,9-,10+,11-,14?/m0/s1",NA
isovanillic_acid_sulfate,FB_030348,NA,NA,NA,NA,VSFFJSSUGMYRMP-UHFFFAOYSA-N,"InChI=1S/C8H8O7S/c1-14-6-3-2-5(8(9)10)4-7(6)15-16(11,12)13/h2-4H,1H3,(H,9,10)(H,11,12,13)",NA
isoxanthohumol,FB_030618,NA,NA,NA,513197,YKGCBLWILMDSAV-UHFFFAOYSA-N,"InChI=1S/C21H22O5/c1-12(2)4-9-15-16(23)10-19(25-3)20-17(24)11-18(26-21(15)20)13-5-7-14(22)8-6-13/h4-8,10,18,22-23H,9,11H2,1-3H3",NA
kaempferol,FB_030565,HMDB05801,C05903,CHEBI:28499,5280863,IYRMWMYZSQPJKC-UHFFFAOYSA-N,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",4444395
kaempferol_3-glucuronide,FB_030566,NA,NA,NA,5318759,FNTJVYCFNVUBOL-ZUGPOPFOSA-N,"InChI=1S/C21H18O12/c22-8-3-1-7(2-4-8)17-18(13(25)12-10(24)5-9(23)6-11(12)31-17)32-21-16(28)14(26)15(27)19(33-21)20(29)30/h1-6,14-16,19,21-24,26-28H,(H,29,30)/t14-,15-,16+,19-,21+/m0/s1",NA
kaempferol_3-sulfate,FB_030567,NA,NA,NA,44259052,VOYLAWHADGDBIE-UHFFFAOYSA-N,"InChI=1S/C15H10O9S/c16-8-3-1-7(2-4-8)14-15(24-25(20,21)22)13(19)12-10(18)5-9(17)6-11(12)23-14/h1-6,16-18H,(H,20,21,22)",NA
l-carnitine,FB_030706,HMDB00062,C15025,CHEBI:11060,2724480,PHIQHXFUZVPYII-LURJTMIESA-N,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m0/s1",2006614
l-phenylalanine,FB_030692,HMDB00159,C00079,CHEBI:17295,6140,COLNVLDHVKWLRT-QMMMGPOBSA-N,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",NA
l-tryptophan,FB_030701,HMDB00929,C00078,CHEBI:16828,6305,QIVBCDIJIAJPQS-VIFPVBQESA-N,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",NA
l-tyrosine,FB_030697,HMDB00158,C00082,CHEBI:17895,6057,OUYCCCASQSFEME-QMMMGPOBSA-N,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",NA
lutein,FB_030749,HMDB03233,NA,NA,6433159,KBPHJBAIARWVSC-RTIVXWJOSA-N,"InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-25,35-37,41-42H,26-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35?,36-,37+/m1/s1",4938343
luteolin,FB_030555,HMDB05800,C01514,CHEBI:15864,5280445,IQPNAANSBPBGFQ-UHFFFAOYSA-N,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",4444102
luteolin_3'-glucuronide,FB_030556,NA,NA,NA,10253785,JDOFZOKGCYYUER-ZFORQUDYSA-N,"InChI=1S/C21H18O12/c22-8-4-10(24)15-11(25)6-12(31-14(15)5-8)7-1-2-9(23)13(3-7)32-21-18(28)16(26)17(27)19(33-21)20(29)30/h1-6,16-19,21-24,26-28H,(H,29,30)/t16-,17-,18+,19-,21+/m0/s1",NA
luteolin_7-glucuronide,FB_030557,NA,NA,NA,5280601,VSUOKLTVXQRUSG-ZFORQUDYSA-N,"InChI=1S/C21H18O12/c22-9-2-1-7(3-10(9)23)13-6-12(25)15-11(24)4-8(5-14(15)32-13)31-21-18(28)16(26)17(27)19(33-21)20(29)30/h1-6,16-19,21-24,26-28H,(H,29,30)/t16-,17-,18+,19-,21+/m0/s1",NA
