"metabolite","food"
"epigallocatechin","''berry (whole, raw)''"
"epigallocatechin 3-glucuronide","''red wine''"
"epigallocatechin 3-glucuronide","''tea based beverage product''"
"epigallocatechin 3-glucuronide","''cacao food product''"
"epigallocatechin 3-glucuronide","''nut (whole or part)''"
"epigallocatechin 3-glucuronide","''apple (whole)''"
"epigallocatechin 3-glucuronide","''berry (whole, raw)''"
"epigallocatechin 3-sulfate","''red wine''"
"epigallocatechin 3-sulfate","''berry (whole, raw)''"
"epigallocatechin 3-sulfate","''cacao food product''"
"epigallocatechin 3-sulfate","''tea based beverage product''"
"epigallocatechin 3-sulfate","''nut (whole or part)''"
"epigallocatechin 3-sulfate","''apple (whole)''"
"theaflavin","''nut (whole or part)''"
"theaflavin","''apple (whole)''"
"theaflavin","''red wine''"
"theaflavin","''berry (whole, raw)''"
"theaflavin","''cacao food product''"
"theaflavin","''tea based beverage product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid","''tea based beverage product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid","''cacao food product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid","''apple (whole)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid","''nut (whole or part)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid","''red wine''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid","''berry (whole, raw)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-glucuronide","''tea based beverage product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-glucuronide","''cacao food product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-glucuronide","''red wine''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-glucuronide","''nut (whole or part)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-glucuronide","''apple (whole)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-glucuronide","''berry (whole, raw)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-glucuronide","''cacao food product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-glucuronide","''tea based beverage product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-glucuronide","''red wine''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-glucuronide","''nut (whole or part)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-glucuronide","''apple (whole)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-glucuronide","''berry (whole, raw)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-sulfate","''cacao food product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-sulfate","''tea based beverage product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-sulfate","''red wine''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-sulfate","''nut (whole or part)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-sulfate","''apple (whole)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 3-sulfate","''berry (whole, raw)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-sulfate","''red wine''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-sulfate","''cacao food product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-sulfate","''tea based beverage product''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-sulfate","''apple (whole)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-sulfate","''nut (whole or part)''"
"4-hydroxy-5-(3,4-dihydroxyphenyl)-valeric acid 4-sulfate","''berry (whole, raw)''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-glucuronide","''red wine''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-glucuronide","''tea based beverage product''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-glucuronide","''cacao food product''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-glucuronide","''nut (whole or part)''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-glucuronide","''apple (whole)''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-glucuronide","''berry (whole, raw)''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-sulfate","''red wine''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-sulfate","''cacao food product''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-sulfate","''tea based beverage product''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-sulfate","''apple (whole)''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-sulfate","''nut (whole or part)''"
"5-(3-hydroxyphenyl)-γ-valerolactone 3-sulfate","''berry (whole, raw)''"
"5-(4-hydroxyphenyl)-γ-valerolactone 4-sulfate","''red wine''"
"5-(4-hydroxyphenyl)-γ-valerolactone 4-sulfate","''berry (whole, raw)''"
"5-(4-hydroxyphenyl)-γ-valerolactone 4-sulfate","''tea based beverage product''"
"5-(4-hydroxyphenyl)-γ-valerolactone 4-sulfate","''cacao food product''"
"5-(4-hydroxyphenyl)-γ-valerolactone 4-sulfate","''nut (whole or part)''"
"5-(4-hydroxyphenyl)-γ-valerolactone 4-sulfate","''apple (whole)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone","''tea based beverage product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone","''apple (whole)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone","''nut (whole or part)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone","''cacao food product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone","''red wine''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone","''berry (whole, raw)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-glucuronide","''tea based beverage product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-glucuronide","''cacao food product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-glucuronide","''nut (whole or part)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-glucuronide","''berry (whole, raw)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-glucuronide","''red wine''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-glucuronide","''apple (whole)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-glucuronide","''tea based beverage product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-glucuronide","''cacao food product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-glucuronide","''red wine''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-glucuronide","''berry (whole, raw)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-glucuronide","''nut (whole or part)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-glucuronide","''apple (whole)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-sulfate","''tea based beverage product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-sulfate","''cacao food product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-sulfate","''apple (whole)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-sulfate","''red wine''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-sulfate","''nut (whole or part)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 3-sulfate","''berry (whole, raw)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone glucuronide","''cacao food product''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone glucuronide","''tea based beverage product''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone glucuronide","''apple (whole)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone glucuronide","''nut (whole or part)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone glucuronide","''red wine''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone glucuronide","''berry (whole, raw)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone sulfate","''cacao food product''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone sulfate","''tea based beverage product''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone sulfate","''nut (whole or part)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone sulfate","''berry (whole, raw)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone sulfate","''red wine''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone sulfate","''apple (whole)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone","''cacao food product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone","''tea based beverage product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone","''red wine''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone","''berry (whole, raw)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone","''nut (whole or part)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone","''apple (whole)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-glucuronide","''berry (whole, raw)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-glucuronide","''cacao food product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-glucuronide","''tea based beverage product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-glucuronide","''apple (whole)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-glucuronide","''nut (whole or part)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-glucuronide","''red wine''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-glucuronide","''berry (whole, raw)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-glucuronide","''tea based beverage product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-glucuronide","''cacao food product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-glucuronide","''apple (whole)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-glucuronide","''nut (whole or part)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-glucuronide","''red wine''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-sulfate","''red wine''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-sulfate","''berry (whole, raw)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-sulfate","''apple (whole)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-sulfate","''cacao food product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-sulfate","''nut (whole or part)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 3-sulfate","''tea based beverage product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-sulfate","''apple (whole)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-sulfate","''nut (whole or part)''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-sulfate","''red wine''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-sulfate","''cacao food product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-sulfate","''tea based beverage product''"
"5-(3,4,5-trihydroxyphenyl)-γ-valerolactone 4-sulfate","''berry (whole, raw)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone","''apple (whole)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone","''cacao food product''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone","''tea based beverage product''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone","''nut (whole or part)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone","''red wine''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone","''berry (whole, raw)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone glucuronide","''nut (whole or part)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone glucuronide","''tea based beverage product''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone glucuronide","''cacao food product''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone glucuronide","''red wine''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone glucuronide","''apple (whole)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone glucuronide","''berry (whole, raw)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone sulfate","''tea based beverage product''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone sulfate","''cacao food product''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone sulfate","''red wine''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone sulfate","''apple (whole)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone sulfate","''nut (whole or part)''"
"5-(3-methoxy-4-hydroxyphenyl)-γ-valerolactone sulfate","''berry (whole, raw)''"
"naringenin 7-glucuronide","''citrus fruit food product''"
"naringenin 7-glucuronide","''tomato (whole, raw)''"
"hesperetin","''citrus fruit food product''"
"hesperetin","''tomato (whole, raw)''"
"hesperetin 3-glucuronide","''citrus fruit food product''"
"hesperetin 3-glucuronide","''tomato (whole, raw)''"
"hesperetin 7-glucuronide","''tomato (whole, raw)''"
"hesperetin 7-glucuronide","''citrus fruit food product''"
"hesperetin 7-sulfate","''tomato (whole, raw)''"
"hesperetin 7-sulfate","''citrus fruit food product''"
"bergaptol glucuronide","''grapefruit (whole, raw)''"
"bergaptol sulfate","''grapefruit (whole, raw)''"
"umbelliferone glucuronide","''vegetable food product''"
"umbelliferone glucuronide","''plant fruit food product''"
"umbelliferone sulfate","''vegetable food product''"
"umbelliferone sulfate","''plant fruit food product''"
"daidzein 4-glucuronide","''soybean (whole)''"
"daidzein 4-glucuronide","''legume food product''"
"daidzein 7-glucuronide","''legume food product''"
"daidzein 7-glucuronide","''soybean (whole)''"
"daidzein diglucuronide","''soybean (whole)''"
"daidzein diglucuronide","''legume food product''"
"daidzein 7-glucuronide-4-sulfate","''legume food product''"
"daidzein 7-glucuronide-4-sulfate","''soybean (whole)''"
"daidzein 4-glucuronide-7-sulfate","''soybean (whole)''"
"daidzein 4-glucuronide-7-sulfate","''legume food product''"
"daidzein 4-sulfate","''legume food product''"
"daidzein 4-sulfate","''soybean (whole)''"
"genistein 4-glucuronide","''legume food product''"
"genistein 4-glucuronide","''soybean (whole)''"
"genistein 7-glucuronide","''soybean (whole)''"
"genistein 7-glucuronide","''legume food product''"
"genistein diglucuronide","''legume food product''"
"genistein diglucuronide","''soybean (whole)''"
"genistein 4-glucuronide-7-sulfate","''legume food product''"
"genistein 4-glucuronide-7-sulfate","''soybean (whole)''"
"genistein 7-glucuronide-4-sulfate","''soybean (whole)''"
"genistein 7-glucuronide-4-sulfate","''legume food product''"
"genistein 7-sulfate","''soybean (whole)''"
"genistein 7-sulfate","''legume food product''"
"equol 7-glucuronide","''legume food product''"
"equol 7-glucuronide","''soybean (whole)''"
"equol 4-sulfate","''soybean (whole)''"
"equol 4-sulfate","''legume food product''"
"biochanin a 7-glucuronide","''legume food product''"
"biochanin a 7-glucuronide","''soybean (whole)''"
"biochanin a 7-sulfate","''legume food product''"
"biochanin a 7-sulfate","''soybean (whole)''"
"formononetin 7-glucuronide","''legume food product''"
"formononetin 7-glucuronide","''soybean (whole)''"
"formononetin 7-sulfate","''legume food product''"
"formononetin 7-sulfate","''soybean (whole)''"
"apigenin 7-glucuronide","''nut (whole or part)''"
"apigenin 7-glucuronide","''legume food product''"
"apigenin 7-glucuronide","''red wine''"
"apigenin 7-glucuronide","''plant fruit food product''"
"apigenin 7-glucuronide","''olive oil''"
"apigenin 7-glucuronide","''Whole grain cereal products''"
"apigenin 7-glucuronide","''coffee based beverage product''"
"apigenin 7-glucuronide","''tea based beverage product''"
"apigenin 7-glucuronide","''cacao food product''"
"apigenin 7-glucuronide","''vegetable food product''"
"luteolin 7-glucuronide","''plant fruit food product''"
"luteolin 7-glucuronide","''olive oil''"
"luteolin 7-glucuronide","''cacao food product''"
"luteolin 7-glucuronide","''tea based beverage product''"
"luteolin 7-glucuronide","''coffee based beverage product''"
"luteolin 7-glucuronide","''Whole grain cereal products''"
"luteolin 7-glucuronide","''red wine''"
"luteolin 7-glucuronide","''vegetable food product''"
"luteolin 7-glucuronide","''nut (whole or part)''"
"luteolin 7-glucuronide","''legume food product''"
"quercetin 3-glucuronide","''olive oil''"
"quercetin 3-glucuronide","''tea based beverage product''"
"quercetin 3-glucuronide","''cacao food product''"
"quercetin 3-glucuronide","''coffee based beverage product''"
"quercetin 3-glucuronide","''Whole grain cereal products''"
"quercetin 3-glucuronide","''red wine''"
"quercetin 3-glucuronide","''vegetable food product''"
"quercetin 3-glucuronide","''legume food product''"
"quercetin 3-glucuronide","''plant fruit food product''"
"quercetin 3-glucuronide","''nut (whole or part)''"
"quercetin 3-glucuronide","''Whole grain cereal products''"
"quercetin 3-glucuronide","''olive oil''"
"quercetin 3-glucuronide","''vegetable food product''"
"quercetin 3-glucuronide","''red wine''"
"quercetin 3-glucuronide","''nut (whole or part)''"
"quercetin 3-glucuronide","''legume food product''"
"quercetin 3-glucuronide","''plant fruit food product''"
"quercetin 3-glucuronide","''tea based beverage product''"
"quercetin 3-glucuronide","''cacao food product''"
"quercetin 3-glucuronide","''coffee based beverage product''"
"quercetin 3-sulfate","''Whole grain cereal products''"
"quercetin 3-sulfate","''vegetable food product''"
"quercetin 3-sulfate","''nut (whole or part)''"
"quercetin 3-sulfate","''olive oil''"
"quercetin 3-sulfate","''red wine''"
"quercetin 3-sulfate","''legume food product''"
"quercetin 3-sulfate","''plant fruit food product''"
"quercetin 3-sulfate","''cacao food product''"
"quercetin 3-sulfate","''coffee based beverage product''"
"quercetin 3-sulfate","''tea based beverage product''"
"isorhamnetin 3-glucuronide","''red wine''"
"isorhamnetin 3-glucuronide","''vegetable food product''"
"isorhamnetin 3-glucuronide","''Whole grain cereal products''"
"isorhamnetin 3-glucuronide","''legume food product''"
"isorhamnetin 3-glucuronide","''nut (whole or part)''"
"isorhamnetin 3-glucuronide","''olive oil''"
"isorhamnetin 3-glucuronide","''plant fruit food product''"
"isorhamnetin 3-glucuronide","''cacao food product''"
"isorhamnetin 3-glucuronide","''coffee based beverage product''"
"isorhamnetin 3-glucuronide","''tea based beverage product''"
"isorhamnetin 3-sulfate","''vegetable food product''"
"isorhamnetin 3-sulfate","''red wine''"
"isorhamnetin 3-sulfate","''nut (whole or part)''"
"isorhamnetin 3-sulfate","''legume food product''"
"isorhamnetin 3-sulfate","''plant fruit food product''"
"isorhamnetin 3-sulfate","''Whole grain cereal products''"
"isorhamnetin 3-sulfate","''olive oil''"
"isorhamnetin 3-sulfate","''tea based beverage product''"
"isorhamnetin 3-sulfate","''cacao food product''"
"isorhamnetin 3-sulfate","''coffee based beverage product''"
"kaempferol 3-sulfate","''legume food product''"
"kaempferol 3-sulfate","''nut (whole or part)''"
"kaempferol 3-sulfate","''plant fruit food product''"
"kaempferol 3-sulfate","''Whole grain cereal products''"
"kaempferol 3-sulfate","''coffee based beverage product''"
"kaempferol 3-sulfate","''cacao food product''"
"kaempferol 3-sulfate","''tea based beverage product''"
"kaempferol 3-sulfate","''olive oil''"
"kaempferol 3-sulfate","''red wine''"
"kaempferol 3-sulfate","''vegetable food product''"
"phloretin glucuronide","''apple (whole)''"
"urolithin a","''red wine''"
"urolithin a","''berry (whole, raw)''"
"urolithin a","''nut (whole or part)''"
"urolithin b","''berry (whole, raw)''"
"urolithin b","''nut (whole or part)''"
"urolithin b","''red wine''"
"urolithin b glucuronide","''red wine''"
"urolithin b glucuronide","''berry (whole, raw)''"
"urolithin b glucuronide","''nut (whole or part)''"
"urolithin b sulfate","''berry (whole, raw)''"
"urolithin b sulfate","''red wine''"
"urolithin b sulfate","''nut (whole or part)''"
"urolithin c","''red wine''"
"urolithin c","''nut (whole or part)''"
"urolithin c","''berry (whole, raw)''"
"urolithin c 3-glucuronide","''nut (whole or part)''"
"urolithin c 3-glucuronide","''red wine''"
"urolithin c 3-glucuronide","''berry (whole, raw)''"
"urolithin c 3-sulfate","''nut (whole or part)''"
"urolithin c 3-sulfate","''red wine''"
"urolithin c 3-sulfate","''berry (whole, raw)''"
"tyrosol glucuronide","''olive oil''"
"tyrosol sulfate","''olive oil''"
"hydroxytyrosol 3-glucuronide","''olive oil''"
"hydroxytyrosol 4-glucuronide","''olive oil''"
"hydroxytyrosol 3-sulfate","''olive oil''"
"hydroxytyrosol 4-sulfate","''olive oil''"
"homovanillyl alcohol","''olive oil''"
"homovanillyl alcohol glucuronide","''olive oil''"
"homovanillyl alcohol sulfate","''olive oil''"
"trans-resveratrol 3-glucuronide","''grape (whole, raw)''"
"trans-resveratrol 3-glucuronide","''red wine''"
"trans-resveratrol 4-glucuronide","''grape (whole, raw)''"
"trans-resveratrol 4-glucuronide","''red wine''"
"cis-resveratrol 3-glucuronide","''grape (whole, raw)''"
"cis-resveratrol 3-glucuronide","''red wine''"
"cis-resveratrol 4-glucuronide","''red wine''"
"cis-resveratrol 4-glucuronide","''grape (whole, raw)''"
"trans-resveratrol 4-sulfate","''red wine''"
"trans-resveratrol 4-sulfate","''grape (whole, raw)''"
"cis-resveratrol 3-sulfate","''red wine''"
"cis-resveratrol 3-sulfate","''grape (whole, raw)''"
"cis-resveratrol 4-sulfate","''red wine''"
"cis-resveratrol 4-sulfate","''grape (whole, raw)''"
"dihydroresveratrol 4-glucuronide","''red wine''"
"dihydroresveratrol 4-glucuronide","''grape (whole, raw)''"
"dihydroresveratrol 4-sulfate","''grape (whole, raw)''"
"dihydroresveratrol 4-sulfate","''red wine''"
"piceid 3-glucuronide","''red wine''"
"piceid 3-glucuronide","''grape (whole, raw)''"
"piceid 4-glucuronide","''red wine''"
"piceid 4-glucuronide","''grape (whole, raw)''"
"piceid 3-sulfate","''grape (whole, raw)''"
"piceid 3-sulfate","''red wine''"
"piceid 4-sulfate","''grape (whole, raw)''"
"piceid 4-sulfate","''red wine''"
"curcumin glucuronide","'curcuma'"
"curcumin sulfate","'curcuma'"
"enterolactone","''cacao food product''"
"enterolactone","''tea based beverage product''"
"enterolactone","''coffee based beverage product''"
"enterolactone","''plant fruit food product''"
"enterolactone","''Whole grain cereal products''"
"enterolactone","''red wine''"
"enterolactone","''olive oil''"
"enterolactone","''nut (whole or part)''"
"enterolactone","''vegetable food product''"
"enterolactone","''legume food product''"
"enterolactone 3-glucuronide","''coffee based beverage product''"
"enterolactone 3-glucuronide","''tea based beverage product''"
"enterolactone 3-glucuronide","''cacao food product''"
"enterolactone 3-glucuronide","''red wine''"
"enterolactone 3-glucuronide","''plant fruit food product''"
"enterolactone 3-glucuronide","''olive oil''"
"enterolactone 3-glucuronide","''Whole grain cereal products''"
"enterolactone 3-glucuronide","''nut (whole or part)''"
"enterolactone 3-glucuronide","''legume food product''"
"enterolactone 3-glucuronide","''vegetable food product''"
"enterolactone 3-sulfate","''coffee based beverage product''"
"enterolactone 3-sulfate","''Whole grain cereal products''"
"enterolactone 3-sulfate","''olive oil''"
"enterolactone 3-sulfate","''tea based beverage product''"
"enterolactone 3-sulfate","''cacao food product''"
"enterolactone 3-sulfate","''legume food product''"
"enterolactone 3-sulfate","''plant fruit food product''"
"enterolactone 3-sulfate","''nut (whole or part)''"
"enterolactone 3-sulfate","''red wine''"
"enterolactone 3-sulfate","''vegetable food product''"
"enterodiol glucuronide","''Whole grain cereal products''"
"enterodiol glucuronide","''tea based beverage product''"
"enterodiol glucuronide","''cacao food product''"
"enterodiol glucuronide","''coffee based beverage product''"
"enterodiol glucuronide","''plant fruit food product''"
"enterodiol glucuronide","''olive oil''"
"enterodiol glucuronide","''vegetable food product''"
"enterodiol glucuronide","''red wine''"
"enterodiol glucuronide","''nut (whole or part)''"
"enterodiol glucuronide","''legume food product''"
"enterodiol sulfate","''Whole grain cereal products''"
"enterodiol sulfate","''vegetable food product''"
"enterodiol sulfate","''coffee based beverage product''"
"enterodiol sulfate","''tea based beverage product''"
"enterodiol sulfate","''cacao food product''"
"enterodiol sulfate","''plant fruit food product''"
"enterodiol sulfate","''olive oil''"
"enterodiol sulfate","''nut (whole or part)''"
"enterodiol sulfate","''legume food product''"
"enterodiol sulfate","''red wine''"
"isoxanthohumol","'beer'"
"n-(2-hydroxyphenyl)acetamide","''Whole grain cereal products''"
"n-(2-hydroxyphenyl)acetamide glucuronide","''Whole grain cereal products''"
"n-(2-hydroxyphenyl)acetamide sulfate","''Whole grain cereal products''"
"1-hydroxypyrene glucuronide","''meat food product''"
"atractyligenin 2-glucuronide","''coffee based beverage product''"
"acesulfame k","''soft drink (dietetic)''"
"ethyl glucuronide","''plant based alcoholic beverage''"
"ethyl sulfate","''plant based alcoholic beverage''"
"cyanidin 3-glucoside","''red wine''"
"cyanidin 3-glucoside","''berry (whole, raw)''"
"peonidin 3-glucoside","''red wine''"
"peonidin 3-glucoside","''berry (whole, raw)''"
"petunidin 3-glucoside","''berry (whole, raw)''"
"petunidin 3-glucoside","''red wine''"
"sulforaphane","''cruciferous food product''"
"sulforaphane-cysteine","''cruciferous food product''"
"sulforaphane-n-acetyl-cysteine","''cruciferous food product''"
"sulforaphane-cysteine-glycine","''cruciferous food product''"
"sulforaphane-glutathione","''cruciferous food product''"
"iberin","''cruciferous food product''"
"iberin-cysteine","''cruciferous food product''"
"iberin-n-acetyl-cysteine","''cruciferous food product''"
"iberin-cysteine-glycine","''cruciferous food product''"
"iberin-glutathione","''cruciferous food product''"
"5-(hydroxymethyl-2-furoyl)glycine","''Whole grain cereal products''"
"5-(hydroxymethyl-2-furoyl)glycine","''cacao food product''"
"5-(hydroxymethyl-2-furoyl)glycine","''coffee based beverage product''"
"3-methyluric acid","''coffee based beverage product''"
"3-methyluric acid","''cacao food product''"
"3-methyluric acid","''tea based beverage product''"
"7-methyluric acid","''tea based beverage product''"
"7-methyluric acid","''cacao food product''"
"7-methyluric acid","''coffee based beverage product''"
"6-amino-5-(n-methylformylamino)-1-methyluracil","''coffee based beverage product''"
"6-amino-5-(n-methylformylamino)-1-methyluracil","''cacao food product''"
"6-amino-5-(n-methylformylamino)-1-methyluracil","''tea based beverage product''"
"cyclo(l-leucyl-l-prolyl)","''coffee based beverage product''"
"cyclo(l-leucyl-l-prolyl)","''cacao food product''"
"2-amino-1,6-dimethylimidazo[4,5-b]pyridine glucuronide","''meat food product''"
"2-aminophenol glucuronide","''Whole grain cereal products''"
"2-aminophenol sulfate","''Whole grain cereal products''"
"vanilloylglycine","''legume food product''"
"vanilloylglycine","''nut (whole or part)''"
"vanilloylglycine","''Whole grain cereal products''"
"vanilloylglycine","''red wine''"
"vanilloylglycine","''olive oil''"
"vanilloylglycine","''plant fruit food product''"
"vanilloylglycine","''tea based beverage product''"
"vanilloylglycine","''cacao food product''"
"vanilloylglycine","''coffee based beverage product''"
"vanilloylglycine","''vegetable food product''"
"n-acetyl-s-allylcysteine","''Onion family vegetables''"
"n-acetyl-s-allylcysteine","''garlic (whole, raw)''"
"n-acetyl-s-methylcysteine","''Onion family vegetables''"
"n-acetyl-s-methylcysteine","''garlic (whole, raw)''"
"s-allylmercapturic acid","''Onion family vegetables''"
"s-allylmercapturic acid","''garlic (whole, raw)''"
"allyl methyl sulfide","''garlic (whole, raw)''"
"allyl methyl sulfide","''Onion family vegetables''"
"allyl methyl sulfoxide","''Onion family vegetables''"
"allyl methyl sulfoxide","''garlic (whole, raw)''"
"allyl methyl sulfone","''Onion family vegetables''"
